source,target,relation
PROF_195,ORG:Bank Of America,Worked at
PROF_195,ORG:Deoleo Sa,Worked at
PROF_195,ORG:Human Resources Facilities And Security,Worked at
PROF_195,ORG:Loyalty And Insurance,Worked at
PROF_195,ORG:Procter & Gamble,Worked at
PROF_195,ORG:Quality & Customer Service,Worked at
PROF_195,ORG:Rivergo Advisors,Worked at
PROF_195,ORG:Sales And Customer Service,Worked at
PROF_196,ORG:Birmingham City Council,Studied at
PROF_196,ORG:Perry Barr,Studied at
PROF_196,ORG:Wellcome Genome Campus Masterp,Studied at
PROF_196,SUBJECT:Valencia,Teaches
PROF_196,ORG:Rup London,Worked at
PROF_196,ORG:Rup Madrid,Worked at
PROF_196,LOC:The Netherlands,Worked in
PROF_197,ORG:Academic Bac,Studied at
PROF_197,ORG:Complutense University,Studied at
PROF_197,EDU:Master in Business Administration from IE,Has degree
PROF_197,SUBJECT:Physics from the Complutense University and Master in Business Administration from IE,Teaches
PROF_197,ORG:Ams Inc,Worked at
PROF_197,ORG:Consumer Services,Worked at
PROF_197,ORG:Customers And Integration Vodafone,Worked at
PROF_197,ORG:Experience And Transformation Vodafone Spain,Worked at
PROF_197,ORG:Global Customer Management Vodafone Group,Worked at
PROF_197,ORG:Global Customer Strategy Vodafone Group,Worked at
PROF_197,ORG:Vodafone Spain,Worked at
PROF_197,LOC:Usk,Worked in
PROF_198,ORG:Academic Ba,Studied at
PROF_198,ORG:Complutense University Of Madrid,Studied at
PROF_198,ORG:University Of,Studied at
PROF_198,ORG:University Politécnica Madrid,Studied at
PROF_198,EDU:MBA,Has degree
PROF_198,EDU:PhD,Has degree
PROF_198,SUBJECT:Salamanca,Teaches
PROF_198,ORG:Global Partnership,Worked at
PROF_198,LOC:Sodi,Worked in
PROF_198,LOC:Spain,Worked in
PROF_201,ORG:Universidad Complutense de Madrid,Studied at
PROF_201,ORG:University Of Pennsylvania,Studied at
PROF_201,EDU:LL.M,Has degree
PROF_201,SUBJECT:Pennsylvania Law School,Teaches
PROF_201,ORG:Allen & Overy,Worked at
PROF_201,ORG:Assembly Of Madrid,Worked at
PROF_201,ORG:Departments Of Education And Employment,Worked at
PROF_201,ORG:Government Of The Community Of Madrid,Worked at
PROF_201,LOC:Madrid,Worked in
PROF_201,LOC:New York,Worked in
PROF_202,ORG:College Of Europe,Studied at
PROF_202,ORG:IESE Business School,Studied at
PROF_202,ORG:Social Leadership,Studied at
PROF_202,ORG:Universidad Pompeu Fabra,Studied at
PROF_202,ORG:Universidad de Navarra,Studied at
PROF_202,ORG:Washington University,Studied at
PROF_202,EDU:LLM,Has degree
PROF_202,EDU:PhD,Has degree
PROF_202,SUBJECT:Laws,Teaches
PROF_202,ORG:Competition Law Unit,Worked at
PROF_202,ORG:The Coca Cola Company,Worked at
PROF_206,ORG:Sydney Law School,Studied at
PROF_206,ORG:University Of Graz,Studied at
PROF_206,ORG:Wu Vienna,Studied at
PROF_206,EDU:PhD,Has degree
PROF_206,SUBJECT:Graz,Teaches
PROF_206,SUBJECT:Taxation,Teaches
PROF_207,ORG:Bbp University Law School,Studied at
PROF_207,ORG:Cum Laude,Studied at
PROF_207,ORG:Universidad Autónoma De Madrid,Studied at
PROF_207,ORG:Universidad Autónoma de Madrid,Studied at
PROF_207,ORG:University Of Kent,Studied at
PROF_207,EDU:Ph.D,Has degree
PROF_207,SUBJECT:Civil and Commercial Mediation and Conflict Resolution,Teaches
PROF_207,SUBJECT:Corporate Directors,Teaches
PROF_207,SUBJECT:Corporate Legal Advice,Teaches
PROF_207,SUBJECT:Kent at Canterbury,Teaches
PROF_207,SUBJECT:Mediation,Teaches
PROF_207,ORG:Diaz Ba,Worked at
PROF_207,ORG:Ién & Truan Abogados,Worked at
PROF_207,ORG:Lexiusta Abogado,Worked at
PROF_207,LOC:Abogados,Worked in
PROF_207,LOC:London,Worked in
PROF_207,LOC:Madrid,Worked in
PROF_207,LOC:Spain,Worked in
PROF_207,LOC:United Kingdom,Worked in
PROF_207,LOC:Valentín,Worked in
PROF_208,ORG:Academic Ba,Studied at
PROF_208,ORG:Ie Business,Studied at
PROF_208,EDU:MBA,Has degree
PROF_208,ORG:Business Area Cloud Software And Solutions,Worked at
PROF_208,ORG:Cloud Security Alliance,Worked at
PROF_208,ORG:Group It,Worked at
PROF_208,ORG:It Security,Worked at
PROF_208,ORG:Learning And Development,Worked at
PROF_208,LOC:Region,Worked in
PROF_208,LOC:Spain,Worked in
PROF_208,LOC:Sson,Worked in
PROF_208,LOC:Sweden,Worked in
PROF_209,ORG:Universidad Pontificia Comillas,Studied at
PROF_209,ORG:Universidad Pontificia De Comillas,Studied at
PROF_209,EDU:MBA,Has degree
PROF_209,SUBJECT:Business Administration,Teaches
PROF_209,SUBJECT:International Relations,Teaches
PROF_209,SUBJECT:Research Methodology,Teaches
PROF_209,ORG:Arts And Humanities Division,Worked at
PROF_209,ORG:Ie School Of Humanities,Worked at
PROF_209,LOC:Spain,Worked in
PROF_210,ORG:Cconi University,Studied at
PROF_210,ORG:Gpcl Harvard Business School,Studied at
PROF_210,ORG:IESE Business School,Studied at
PROF_210,ORG:International Capital Market Association,Studied at
PROF_210,EDU:B.Sc,Has degree
PROF_210,EDU:M.Sc,Has degree
PROF_210,EDU:Ph.D,Has degree
PROF_210,SUBJECT:Economics,Teaches
PROF_210,SUBJECT:Management,Teaches
PROF_210,ORG:Directorate General Of Scientific Research,Worked at
PROF_210,ORG:Industry Innovation And Infraest,Worked at
PROF_210,ORG:Ministry Of Economics And Competitiveness,Worked at
PROF_210,LOC:Italy,Worked in
PROF_210,LOC:Spain,Worked in
PROF_210,LOC:Switzerland,Worked in
PROF_211,ORG:Academic Ba,Studied at
PROF_211,ORG:Icade E 3,Studied at
PROF_211,ORG:Universidad Pontificia De Comillas,Studied at
PROF_211,EDU:Bachelor in business administration,Has degree
PROF_211,EDU:Bachelor in law,Has degree
PROF_211,ORG:Ing Spain,Worked at
PROF_211,ORG:Telefonica & Santander,Worked at
PROF_211,LOC:Argentina,Worked in
PROF_211,LOC:Chile,Worked in
PROF_211,LOC:Mexico,Worked in
PROF_211,LOC:Portugal,Worked in
PROF_211,LOC:Spain,Worked in
PROF_211,LOC:United States,Worked in
PROF_212,ORG:Industrial Economics,Studied at
PROF_212,ORG:Royal Holloway University Of London,Studied at
PROF_212,ORG:University Of Valencia,Studied at
PROF_212,EDU:Master in Industrial Economics,Has degree
PROF_212,EDU:PhD,Has degree
PROF_212,SUBJECT:Economics,Teaches
PROF_212,SUBJECT:Industrial Economics,Teaches
PROF_212,SUBJECT:Valencia,Teaches
PROF_213,ORG:Fletcher School Of Law And Diplomacy,Studied at
PROF_213,ORG:Universidad Autónoma Madrid,Studied at
PROF_213,ORG:Universidad Politécnica Madrid,Studied at
PROF_213,EDU:PhD,Has degree
PROF_213,SUBJECT:Arabic Philology,Teaches
PROF_213,SUBJECT:European Community Studies,Teaches
PROF_213,SUBJECT:International Relations,Teaches
PROF_213,SUBJECT:Law and Diplomacy,Teaches
PROF_213,SUBJECT:Philosophy,Teaches
PROF_213,ORG:Centro Promoción Investigación Iberoamérica Europa,Worked at
PROF_213,ORG:Development Projects,Worked at
PROF_213,ORG:Euro Arab Management School,Worked at
PROF_213,ORG:International Division Banco Santanr,Worked at
PROF_213,ORG:International Financial Institutions,Worked at
PROF_213,LOC:Granada,Worked in
PROF_213,LOC:Madrid,Worked in
PROF_213,LOC:Spain,Worked in
PROF_214,ORG:Auburn University,Studied at
PROF_214,ORG:Cornell University,Studied at
PROF_214,ORG:University Of Oregon,Studied at
PROF_214,EDU:Ph.D,Has degree
PROF_214,SUBJECT:Oregon,Teaches
PROF_215,ORG:Academic Bac,Studied at
PROF_215,ORG:And Financial,Studied at
PROF_215,ORG:Complutense University Of Madrid,Studied at
PROF_215,ORG:Duke University School Of Law,Studied at
PROF_215,ORG:Geneva Institute In,Studied at
PROF_215,ORG:Harvard Law School,Studied at
PROF_215,ORG:Institute For Global Law And Policy,Studied at
PROF_215,ORG:Irla Institute Of Management And Technology,Studied at
PROF_215,ORG:Universidad Carlos III de Madrid,Studied at
PROF_215,ORG:University Of Geneva,Studied at
PROF_215,EDU:LL.M,Has degree
PROF_215,EDU:MBA,Has degree
PROF_215,SUBJECT:Finance,Teaches
PROF_215,SUBJECT:Financial Crisis,Teaches
PROF_215,SUBJECT:Geneva,Teaches
PROF_215,SUBJECT:International Tax and Financial Law,Teaches
PROF_215,SUBJECT:Law,Teaches
PROF_215,SUBJECT:Laws,Teaches
PROF_215,SUBJECT:MBA programme with specialisation in International Business,Teaches
PROF_215,SUBJECT:Management and Technology,Teaches
PROF_215,SUBJECT:Transnational Law,Teaches
PROF_215,ORG:And Data Security,Worked at
PROF_215,ORG:Dla Piper,Worked at
PROF_215,ORG:International Litigation And Dispute Resolution,Worked at
PROF_215,ORG:Lenz & Staehelin,Worked at
PROF_215,ORG:Tmt Ip,Worked at
PROF_215,ORG:Ual Property And Technology,Worked at
PROF_215,LOC:Late,Worked in
PROF_215,LOC:Spain,Worked in
PROF_215,LOC:Switzerland,Worked in
PROF_215,LOC:The Netherlands,Worked in
PROF_216,ORG:Instituto Tecnológico De Buenos,Studied at
PROF_216,EDU:MBA,Has degree
PROF_216,ORG:Global Travel Retail,Worked at
PROF_216,ORG:Kraft Foods,Worked at
PROF_216,ORG:Mcdonald S,Worked at
PROF_216,LOC:Am Suntory,Worked in
PROF_216,LOC:Americas,Worked in
PROF_216,LOC:Argentina,Worked in
PROF_216,LOC:Brazil,Worked in
PROF_216,LOC:Con,Worked in
PROF_216,LOC:Spain,Worked in
PROF_216,LOC:United States,Worked in
PROF_217,ORG:Academic Ba,Studied at
PROF_217,ORG:College Of Europe,Studied at
PROF_217,ORG:University Of Helsinki,Studied at
PROF_217,EDU:M.A,Has degree
PROF_217,EDU:Ph.D,Has degree
PROF_217,SUBJECT:Advanced Studies in European Law,Teaches
PROF_217,SUBJECT:EU Law,Teaches
PROF_217,SUBJECT:EU and Spanish Competition Law,Teaches
PROF_217,SUBJECT:European Interdisciplinary Studies,Teaches
PROF_217,SUBJECT:Helsinki,Teaches
PROF_217,SUBJECT:Laws,Teaches
PROF_219,ORG:Bson College,Worked at
PROF_219,ORG:Ccombs School Of Business,Studied at
PROF_219,ORG:Georgetown University,Studied at
PROF_219,ORG:Industry Innovation And Infraest,Studied at
PROF_219,ORG:The University Of Texas,Studied at
PROF_219,EDU:BSc,Has degree
PROF_219,EDU:MBA,Has degree
PROF_219,EDU:Ph.D,Has degree
PROF_219,SUBJECT:Business Administration,Teaches
PROF_219,SUBJECT:Strategic Management,Teaches
PROF_219,SUBJECT:Texas-Austin,Teaches
PROF_219,ORG:Graduate Admissions,Worked at
PROF_219,ORG:University Of Cyprus,Worked at
PROF_219,ORG:World Bank Group,Worked at
PROF_219,LOC:Cyprus,Worked in
PROF_219,LOC:Massachusetts,Worked in
PROF_219,LOC:Nicosia,Worked in
PROF_219,LOC:United States,Worked in
PROF_219,LOC:Washington D. C.,Worked in
PROF_220,ORG:Philips University Marburg,Studied at
PROF_220,ORG:University Of Toronto,Worked at
PROF_220,EDU:MBA,Has degree
PROF_220,EDU:MSC,Has degree
PROF_220,EDU:PhD,Has degree
PROF_220,SUBJECT:Chemistry,Teaches
PROF_220,SUBJECT:Toronto,Teaches
PROF_220,ORG:Financial And Risk Business Of,Worked at
PROF_220,ORG:Government Compliance,Worked at
PROF_220,ORG:London Stock Exchange Group,Worked at
PROF_220,ORG:Sight Nanofluidics,Worked at
PROF_220,ORG:Strategic Planning,Worked at
PROF_220,ORG:Strategic Planning And Business Operations,Worked at
PROF_220,ORG:Strategic Planning And Execution,Worked at
PROF_220,ORG:Strategic Projects For Governments,Worked at
PROF_220,ORG:The Impact Center,Worked at
PROF_220,ORG:Thomson Reuters,Worked at
PROF_220,LOC:Canada,Worked in
PROF_221,ORG:Ic School Of Business And Technology,Studied at
PROF_221,ORG:Ie School Of Science And Technology,Studied at
PROF_221,ORG:North Carolina State University,Studied at
PROF_221,ORG:Science Technology And Society,Studied at
PROF_221,EDU:MBA,Has degree
PROF_221,SUBJECT:Business Administration,Teaches
PROF_221,SUBJECT:Business and Technology,Teaches
PROF_221,SUBJECT:Science and Technology,Teaches
PROF_221,SUBJECT:Science in Business Analytics and Big Data,Teaches
PROF_221,SUBJECT:Science in Science,Teaches
PROF_221,SUBJECT:Statistics,Teaches
PROF_221,ORG:Linkedin Learning,Worked at
PROF_221,ORG:Sas Institute,Worked at
PROF_221,LOC:Global,Worked in
PROF_221,LOC:Spain,Worked in
PROF_221,LOC:United States,Worked in
PROF_224,ORG:Durham University Business School,Studied at
PROF_224,ORG:University Of Reading,Studied at
PROF_224,EDU:MBA,Has degree
PROF_224,SUBJECT:Business Administration,Teaches
PROF_224,SUBJECT:French Studies,Teaches
PROF_224,SUBJECT:Reading,Teaches
PROF_224,ORG:Global Student Accommodation,Worked at
PROF_224,ORG:Growth & New Business,Worked at
PROF_224,ORG:International House Madrid,Worked at
PROF_224,ORG:King S Performing Arts,Worked at
PROF_224,ORG:Nexo Residencias & Global Student Accommodation,Worked at
PROF_224,ORG:Ntes & Compañía Libros,Worked at
PROF_224,ORG:The Student Housing Company España,Worked at
PROF_224,LOC:Spain,Worked in
PROF_226,ORG:Executive Education,Studied at
PROF_226,ORG:Hertie School Of Governance,Studied at
PROF_226,ORG:Institute For English & American Studies,Studied at
PROF_226,ORG:Institute For German Studies,Studied at
PROF_226,ORG:John F. Kennedy School Of Government,Studied at
PROF_226,ORG:Kuan Yew,Studied at
PROF_226,ORG:Of Public Policy,Studied at
PROF_226,ORG:Open University Of Greece,Studied at
PROF_226,ORG:Un Executive Leadership Program For Sustainable Development,Studied at
PROF_226,ORG:University Of Harvard,Studied at
PROF_226,ORG:University Of Salzburg,Studied at
PROF_226,SUBJECT:European Culture,Teaches
PROF_226,SUBJECT:Governance,Teaches
PROF_226,SUBJECT:Government,Teaches
PROF_226,SUBJECT:Greece,Teaches
PROF_226,SUBJECT:Harvard,Teaches
PROF_226,SUBJECT:Non-Profit Leadership,Teaches
PROF_226,SUBJECT:Public Policy,Teaches
PROF_226,SUBJECT:Salzburg,Teaches
PROF_226,ORG:Amnesty International,Worked at
PROF_226,ORG:Cins Sans Frontires,Worked at
PROF_226,ORG:Doctors Without Borders,Worked at
PROF_226,ORG:International Network Alliance Of Voluntary Service Organizations,Worked at
PROF_226,ORG:Édecins Sans Frontires,Worked at
PROF_226,LOC:Greece,Worked in
PROF_227,ORG:Copenhagen Business School,Studied at
PROF_227,ORG:Design & Innovation,Studied at
PROF_227,ORG:New York University,Studied at
PROF_227,ORG:Strategic Management & Innovation,Studied at
PROF_227,ORG:University Of The Arts London,Studied at
PROF_227,EDU:BSc,Has degree
PROF_227,EDU:Ph.D,Has degree
PROF_227,ORG:Livework Studio,Worked at
PROF_227,ORG:Mercado De Trabajo & Mercado,Worked at
PROF_227,ORG:Rupo Segundamano,Worked at
PROF_227,ORG:Trader Classified Media,Worked at
PROF_227,ORG:Trader Media East,Worked at
PROF_227,LOC:Ambi,Worked in
PROF_227,LOC:Finland,Worked in
PROF_227,LOC:France,Worked in
PROF_227,LOC:Spain,Worked in
PROF_227,LOC:Turkey,Worked in
PROF_227,LOC:United Kingdom,Worked in
PROF_228,ORG:And Display,Studied at
PROF_228,ORG:Faculty Of Geography And History,Studied at
PROF_228,ORG:Iii Art Department,Studied at
PROF_228,ORG:Institute Of Language Literature And Anthropology,Studied at
PROF_228,ORG:Mplutense University Of Madrid,Studied at
PROF_228,ORG:School Of Arts Culture And Environment,Studied at
PROF_228,ORG:Universidad Complutense de Madrid,Studied at
PROF_228,ORG:University Of Edinburgh,Studied at
PROF_228,EDU:Msc,Has degree
PROF_228,EDU:PhD,Has degree
PROF_228,SUBJECT:Advanced Studies,Teaches
PROF_228,SUBJECT:Art History,Teaches
PROF_228,SUBJECT:Art History from the Universidad Complutense de Madrid,Teaches
PROF_228,SUBJECT:Arts,Teaches
PROF_228,SUBJECT:Edinburgh,Teaches
PROF_228,SUBJECT:Geography and History,Teaches
PROF_228,SUBJECT:Language Literature and Anthropology,Teaches
PROF_229,ORG:Academic Ba,Studied at
PROF_229,ORG:College Of Preceptors,Studied at
PROF_229,ORG:Strategic Communication Management,Studied at
PROF_229,ORG:Tafe Nsw,Studied at
PROF_229,ORG:University Of Sydney,Studied at
PROF_229,ORG:University Of Technology Sydney,Studied at
PROF_229,EDU:Ph.D,Has degree
PROF_229,SUBJECT:Graphic Design,Teaches
PROF_229,SUBJECT:Humanities,Teaches
PROF_229,SUBJECT:Liberal Arts,Teaches
PROF_229,SUBJECT:Preceptors,Teaches
PROF_229,SUBJECT:Strategic Communication Management,Teaches
PROF_229,SUBJECT:Sydney,Teaches
PROF_229,SUBJECT:Technology Sydney,Teaches
PROF_229,SUBJECT:Tertiary Education,Teaches
PROF_229,ORG:Communication And Marketing,Worked at
PROF_229,ORG:Cultural Communication,Worked at
PROF_229,ORG:Good Reading Guide,Worked at
PROF_229,ORG:Kwl Education Project,Worked at
PROF_229,ORG:Reed Business Information,Worked at
PROF_229,LOC:Australia,Worked in
PROF_229,LOC:Spain,Worked in
PROF_230,ORG:La Creación De Emple,Studied at
PROF_230,ORG:Tech & Business School,Studied at
PROF_230,ORG:Universidad Autónoma De Madrid,Studied at
PROF_230,EDU:Bachelor in Economics and Business Administration,Has degree
PROF_230,SUBJECT:Economics and Business Administration,Teaches
PROF_230,ORG:3M España,Worked at
PROF_230,ORG:Giso Entretenimiento Sl,Worked at
PROF_230,ORG:Iso Entretenimiento,Worked at
PROF_230,ORG:Ión Educativa,Worked at
PROF_230,ORG:Management Committee,Worked at
PROF_230,ORG:Masterchef Vinoteca,Worked at
PROF_230,ORG:Omniocio Sl,Worked at
PROF_230,ORG:Rupo Workandlife Sl,Worked at
PROF_230,ORG:Uva Master Distribución,Worked at
PROF_230,ORG:Verlap Consultores,Worked at
PROF_230,ORG:Vocación Educativa,Worked at
PROF_230,ORG:Workandlife Group,Worked at
PROF_231,ORG:Academic Bac,Studied at
PROF_231,ORG:And Modernity,Studied at
PROF_231,ORG:Complutense University,Studied at
PROF_231,ORG:Goldsmiths College,Studied at
PROF_231,ORG:Of London,Studied at
PROF_231,ORG:University Of Sao Paulo,Studied at
PROF_231,EDU:PhD,Has degree
PROF_231,SUBJECT:Advanced Studies in Fine Arts and Modernity,Teaches
PROF_231,SUBJECT:Arts,Teaches
PROF_231,SUBJECT:Curating,Teaches
PROF_231,SUBJECT:Fine Arts,Teaches
PROF_231,SUBJECT:Sao Paulo,Teaches
PROF_231,ORG:Department Of Arts And Humanities,Worked at
PROF_231,LOC:Brazil,Worked in
PROF_231,LOC:Latin America,Worked in
PROF_231,LOC:Madrid,Worked in
PROF_231,LOC:So Paulo,Worked in
PROF_231,LOC:Spain,Worked in
PROF_232,ORG:Loughborough University,Studied at
PROF_232,ORG:University College Dublin,Studied at
PROF_232,ORG:University Of Alcalá,Studied at
PROF_232,SUBJECT:Alcal,Teaches
PROF_232,SUBJECT:Engineering,Teaches
PROF_232,SUBJECT:Science,Teaches
PROF_233,ORG:Keane University,Studied at
PROF_233,ORG:Shanghai University,Studied at
PROF_233,ORG:Universidad Europeal,Studied at
PROF_233,EDU:Bachelor in Telecommunication Engineer,Has degree
PROF_233,EDU:MBA,Has degree
PROF_233,SUBJECT:Artificial Intelligence,Teaches
PROF_233,SUBJECT:Business Administration EAE School,Teaches
PROF_233,SUBJECT:Telecommunication Engineer,Teaches
PROF_233,ORG:Cisco Systems,Worked at
PROF_233,ORG:Torrealba Consultores,Worked at
PROF_233,LOC:Spain,Worked in
PROF_233,LOC:United States,Worked in
PROF_234,ORG:European Union,Studied at
PROF_234,ORG:Harvard University,Studied at
PROF_234,ORG:Harvard Weatherhead Center For International Affairs,Studied at
PROF_234,ORG:International Development,Studied at
PROF_234,ORG:Rafael Del Pino Foundation,Studied at
PROF_234,ORG:Universidad Autónoma de Madrid,Studied at
PROF_234,ORG:Universidad Complutense de Madrid,Studied at
PROF_234,EDU:Master in Public Administration,Has degree
PROF_234,EDU:Ph.D,Has degree
PROF_234,SUBJECT:Economics,Teaches
PROF_234,SUBJECT:Global Leadership,Teaches
PROF_234,SUBJECT:International Economy,Teaches
PROF_234,SUBJECT:New Technologies in Social Entrepreneurship,Teaches
PROF_234,SUBJECT:Public Administration,Teaches
PROF_234,ORG:Ashoka Spain,Worked at
PROF_234,ORG:Center For Diversity In Global Management,Worked at
PROF_234,ORG:Harvard Kennedy School,Worked at
PROF_234,ORG:Harvard Kennedy School Spain Alumni Network,Worked at
PROF_234,ORG:Ie Center For Social Innovation And Sustainability,Worked at
PROF_234,ORG:Ie Sustainable Impact Teaching & Research,Worked at
PROF_234,ORG:Ión Villanueva Solidaria,Worked at
PROF_234,ORG:Ministry Of Finance Of The Republic Of Liberia,Worked at
PROF_234,ORG:Social Innovation Cluster,Worked at
PROF_234,ORG:Uentes Global Foundation,Worked at
PROF_234,ORG:United Nations,Worked at
PROF_234,ORG:Venture Board,Worked at
PROF_234,LOC:Ashoka,Worked in
PROF_234,LOC:Latin America,Worked in
PROF_234,LOC:Liberia,Worked in
PROF_234,LOC:Spain,Worked in
PROF_235,ORG:& Economics,Studied at
PROF_235,ORG:Colegio Universitario De Estudios Financieros,Studied at
PROF_235,ORG:The Wharton School,Studied at
PROF_235,ORG:University Of Pennsylvania,Studied at
PROF_235,EDU:Master in Corporate Finance & Strategic Management,Has degree
PROF_235,SUBJECT:Business & Economics,Teaches
PROF_235,SUBJECT:Corporate Finance & Strategic Management,Teaches
PROF_235,SUBJECT:Pennsylvania,Teaches
